step,phase,action,reward,red_distance,green_distance,alignment,collision,done_reason
4,1,1,5.873726883530617,0.21931712,-1.0,0.4140625,,
5,1,1,4.980078393220902,0.24570307,-1.0,0.26171875,,
6,1,1,4.413825327157975,0.26520368,-1.0,0.16796875,,
7,1,1,3.746585303544998,0.2892767,-1.0,0.05859375,,
8,1,2,4.39027493596077,0.2660075,-1.0,0.1640625,,
9,1,2,4.953505972027779,0.2471113,-1.0,0.2578125,,
10,1,1,4.340196305513382,0.26821074,-1.0,0.15625,,
11,1,1,3.7019248843193053,0.29039627,-1.0,0.05078125,,
12,1,1,-0.1,-1.0,-1.0,0.0,,
13,1,1,0.1,-1.0,-1.0,0.0,,
14,1,1,0.1,-1.0,-1.0,0.0,,
15,1,1,0.1,-1.0,-1.0,0.0,,
16,1,1,0.1,-1.0,-1.0,0.0,,
17,1,2,-0.1,-1.0,-1.0,0.0,,
18,1,2,0.1,-1.0,-1.0,0.0,,
19,1,2,0.1,-1.0,-1.0,0.0,,
20,1,1,-0.1,-1.0,-1.0,0.0,,
21,1,1,0.1,-1.0,-1.0,0.0,,
22,1,1,0.1,-1.0,-1.0,0.0,,
23,1,1,0.1,-1.0,-1.0,0.0,,
24,1,0,-0.6,-1.0,-1.0,0.0,,
25,1,1,-0.1,-1.0,-1.0,0.0,,
26,1,1,0.1,-1.0,-1.0,0.0,,
27,1,1,0.1,-1.0,-1.0,0.0,,
28,1,1,0.1,-1.0,-1.0,0.0,,
29,1,1,0.1,-1.0,-1.0,0.0,,
30,1,1,0.1,-1.0,-1.0,0.0,,
31,1,1,0.1,-1.0,-1.0,0.0,,
32,1,2,-0.1,-1.0,-1.0,0.0,,
33,1,1,-2.1,-1.0,-1.0,0.0,,
34,1,1,0.1,-1.0,-1.0,0.0,,
35,1,1,0.1,-1.0,-1.0,0.0,,
36,1,1,0.1,-1.0,-1.0,0.0,,
37,1,1,0.1,-1.0,-1.0,0.0,,
38,1,1,0.1,-1.0,-1.0,0.0,,
39,1,1,0.1,-1.0,-1.0,0.0,,
40,1,1,0.1,-1.0,-1.0,0.0,,
41,1,2,-0.1,-1.0,-1.0,0.0,,
42,1,0,-0.6,-1.0,-1.0,0.0,,
43,1,1,-0.1,-1.0,-1.0,0.0,,
44,1,2,-0.1,-1.0,-1.0,0.0,,
45,1,0,-0.6,-1.0,-1.0,0.0,,
46,1,1,-0.1,-1.0,-1.0,0.0,,
47,1,0,-0.6,-1.0,-1.0,0.0,,
48,1,1,-0.1,-1.0,-1.0,0.0,,
49,1,1,0.1,-1.0,-1.0,0.0,,
50,1,2,-0.1,-1.0,-1.0,0.0,,
51,1,1,-2.1,-1.0,-1.0,0.0,,
52,1,1,0.1,-1.0,-1.0,0.0,,
53,1,2,-0.1,-1.0,-1.0,0.0,,
54,1,1,-2.1,-1.0,-1.0,0.0,,
55,1,1,0.1,-1.0,-1.0,0.0,,
56,1,0,-0.6,-1.0,-1.0,0.0,,
57,1,0,-0.6,-1.0,-1.0,0.0,,
58,1,1,-0.1,-1.0,-1.0,0.0,,
59,1,2,-0.1,-1.0,-1.0,0.0,,
60,1,1,-2.1,-1.0,-1.0,0.0,,
61,1,1,0.1,-1.0,-1.0,0.0,,
62,1,2,-0.1,-1.0,-1.0,0.0,,
63,1,2,0.1,-1.0,-1.0,0.0,,
64,1,2,0.1,-1.0,-1.0,0.0,,
65,1,2,0.1,-1.0,-1.0,0.0,,
66,1,0,-0.6,-1.0,-1.0,0.0,,
67,1,0,-20.0,-1.0,-1.0,0.0,True,collision
0,1,0,38.66367449760437,0.20429635,-1.0,0.95703125,,
1,1,0,38.69368610680103,0.17095028,-1.0,0.9296875,,
2,1,2,7.890211620926857,0.17930143,-1.0,0.77734375,,
3,2,0,88.70342155694962,0.16509694,-1.0,0.92578125,,
4,2,2,-0.1,0.16748731,-1.0,0.0,,
5,2,2,0.1,0.1690976,-1.0,0.0,,
6,2,2,0.1,0.17334937,-1.0,0.0,,
7,2,2,0.1,0.18246369,-1.0,0.0,,
8,2,1,-0.1,0.17022926,-1.0,0.0,,
9,2,2,-2.1,0.18201648,-1.0,0.0,,
10,2,2,0.1,0.19866806,-1.0,0.0,,
11,2,2,3.823874795436859,0.22068983,0.4066313,0.19140625,,
12,2,0,3.3059858322143554,0.26112258,0.43989658,0.12109375,,
13,2,1,-0.1,0.23584953,-1.0,0.0,,
14,2,1,0.1,0.20560156,-1.0,0.0,,
15,2,0,-0.6,0.23475945,-1.0,0.0,,
16,2,1,-0.1,0.20169531,-1.0,0.0,,
17,2,2,-0.1,0.22769278,-1.0,0.0,,
18,2,1,-2.1,0.199985,-1.0,0.0,,
19,2,2,-2.1,0.22556818,-1.0,0.0,,
20,2,1,-2.1,0.199985,-1.0,0.0,,
21,2,2,-2.1,0.22486441,-1.0,0.0,,
22,2,0,-0.6,0.25600782,-1.0,0.0,,
23,2,2,-0.1,0.26931393,-1.0,0.0,,
24,2,2,3.151800537109375,0.2828162,0.4199524,0.0703125,,
25,2,2,3.9911953151226043,-1.0,0.40051094,0.21875,,
26,2,2,5.182968729734421,-1.0,0.377,0.43359375,,
27,2,2,6.298512870073319,-1.0,0.36092243,0.640625,,
28,2,0,36.276179605722426,-1.0,0.35757658,0.6328125,,
29,2,2,7.266606593132019,-1.0,0.35089743,0.82421875,,
30,2,2,8.081760013103485,-1.0,0.348023,0.984375,,
31,2,2,7.064184004068375,-1.0,0.35231945,0.78515625,,
32,2,2,6.09940847158432,-1.0,0.3616808,0.6015625,,
33,2,0,35.75565939545631,-1.0,0.39136812,0.5625,,
34,2,1,6.992684805393219,-1.0,0.3509943,0.76953125,,
35,2,2,5.9572786629199985,-1.0,0.36276302,0.57421875,,
36,2,2,4.873520338535309,-1.0,0.38029593,0.375,,
37,2,2,3.7168200850486754,-1.0,0.40460473,0.16796875,,
38,2,2,3.0072740256786346,-1.0,0.42151394,0.04296875,,
39,2,2,0.1,-1.0,-1.0,0.0,,
40,2,1,3.0072740256786346,-1.0,0.42151394,0.04296875,,
41,2,2,0.1,-1.0,-1.0,0.0,,
42,2,2,0.1,-1.0,-1.0,0.0,,
43,2,2,0.1,-1.0,-1.0,0.0,,
44,2,2,0.1,-1.0,-1.0,0.0,,
45,2,2,0.1,-1.0,-1.0,0.0,,
46,2,2,0.1,-1.0,-1.0,0.0,,
47,2,2,0.1,-1.0,-1.0,0.0,,
48,2,2,0.1,-1.0,-1.0,0.0,,
49,2,2,0.1,-1.0,-1.0,0.0,,
50,2,2,0.1,-1.0,-1.0,0.0,,
51,2,2,0.1,-1.0,-1.0,0.0,,
52,2,1,-0.1,-1.0,-1.0,0.0,,
53,2,2,-2.1,-1.0,-1.0,0.0,,
54,2,2,0.1,-1.0,-1.0,0.0,,
55,2,0,-0.6,-1.0,-1.0,0.0,,
56,2,2,-0.1,-1.0,-1.0,0.0,,
57,2,2,0.1,-1.0,-1.0,0.0,,
58,2,2,0.1,-1.0,-1.0,0.0,,
59,2,1,-0.1,-1.0,-1.0,0.0,,
60,2,2,-2.1,-1.0,-1.0,0.0,,
61,2,0,-0.6,-1.0,-1.0,0.0,,
62,2,0,-0.6,-1.0,-1.0,0.0,,
63,2,2,-0.1,-1.0,-1.0,0.0,,
64,2,2,0.1,-1.0,-1.0,0.0,,
65,2,2,0.1,-1.0,-1.0,0.0,,
66,2,2,0.1,-1.0,-1.0,0.0,,
67,2,2,0.1,-1.0,-1.0,0.0,,
68,2,2,0.1,-1.0,-1.0,0.0,,
69,2,1,-0.1,-1.0,-1.0,0.0,,
70,2,1,0.1,-1.0,-1.0,0.0,,
71,2,0,-0.6,-1.0,-1.0,0.0,,
72,2,2,-0.1,-1.0,-1.0,0.0,,
73,2,2,0.1,-1.0,-1.0,0.0,,
74,2,1,-0.1,-1.0,-1.0,0.0,,
75,2,1,0.1,-1.0,-1.0,0.0,,
76,2,2,-0.1,-1.0,-1.0,0.0,,
77,2,2,0.1,-1.0,-1.0,0.0,,
78,2,2,0.1,-1.0,-1.0,0.0,,
79,2,0,-0.6,-1.0,-1.0,0.0,,
80,2,0,-0.6,-1.0,-1.0,0.0,,
81,2,2,-0.1,-1.0,-1.0,0.0,,
82,2,2,0.1,-1.0,-1.0,0.0,,
83,2,2,0.1,-1.0,-1.0,0.0,,
84,2,0,-0.6,-1.0,-1.0,0.0,,
85,2,2,-0.1,-1.0,-1.0,0.0,,
86,2,2,0.1,-1.0,-1.0,0.0,,
87,2,2,0.1,-1.0,-1.0,0.0,,
88,2,2,0.1,-1.0,-1.0,0.0,,
89,2,2,0.1,-1.0,-1.0,0.0,,
90,2,1,-0.1,-1.0,-1.0,0.0,,
91,2,2,-2.1,-1.0,-1.0,0.0,,
92,2,2,0.1,-1.0,-1.0,0.0,,
93,2,2,0.1,-1.0,-1.0,0.0,,
94,2,1,-0.1,-1.0,-1.0,0.0,,
95,2,1,0.1,-1.0,-1.0,0.0,,
96,2,2,-0.1,-1.0,-1.0,0.0,,
97,2,1,-2.1,-1.0,-1.0,0.0,,
98,2,2,-2.1,-1.0,-1.0,0.0,,
99,2,2,0.1,-1.0,-1.0,0.0,,
100,2,0,-0.6,-1.0,-1.0,0.0,,
101,2,2,-0.1,-1.0,-1.0,0.0,,
102,2,2,0.1,-1.0,-1.0,0.0,,
103,2,2,0.1,-1.0,-1.0,0.0,,
104,2,2,0.1,-1.0,-1.0,0.0,,
105,2,1,-0.1,-1.0,-1.0,0.0,,
106,2,2,-2.1,-1.0,-1.0,0.0,,
107,2,1,-2.1,-1.0,-1.0,0.0,,
108,2,1,0.1,-1.0,-1.0,0.0,,
109,2,2,-0.1,-1.0,-1.0,0.0,,
110,2,2,0.1,-1.0,-1.0,0.0,,
111,2,1,-0.1,-1.0,-1.0,0.0,,
112,2,2,-2.1,-1.0,-1.0,0.0,,
113,2,2,0.1,-1.0,-1.0,0.0,,
