step,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,green_pixel_count,nearest_area,centroid_x,centroid_y,action,reward,distance_to_lower_center
23,6.4322943687438965,825.1052856445312,64.07518768310547,112.63825225830078,86.34080505371094,97.45344543457031,111.52420806884766,11.662178039550781,0.0,0.0,-1.0,-1.0,1,-0.02,1000
24,6.431103706359863,36.455078125,96.17861938476562,89.27053833007812,112.67939758300781,138.55450439453125,57.74191665649414,53.24903869628906,0.0,0.0,-1.0,-1.0,2,-0.02,1000
25,6.43147611618042,814.805908203125,64.03660583496094,112.1141128540039,85.92706298828125,96.7605972290039,110.68939208984375,11.66096019744873,0.0,0.0,-1.0,-1.0,1,-0.02,1000
26,6.432849884033203,36.02982711791992,95.84025573730469,88.91468048095703,111.8048095703125,139.04074096679688,57.756324768066406,53.115135192871094,0.0,0.0,-1.0,-1.0,2,-0.12,1000
27,6.433600902557373,792.1823120117188,64.05557250976562,111.38243103027344,85.57089233398438,95.63128662109375,108.56916046142578,11.705644607543945,0.0,0.0,-1.0,-1.0,1,-0.12,1000
28,6.431865215301514,35.73691940307617,95.41748809814453,88.54767608642578,110.8327407836914,139.56260681152344,57.747520446777344,52.885799407958984,0.0,0.0,-1.0,-1.0,2,-0.12,1000
29,6.435325622558594,794.8772583007812,63.955055236816406,110.84705352783203,85.01734924316406,95.03716278076172,108.7637710571289,11.673158645629883,0.0,0.0,-1.0,-1.0,1,-0.12,1000
30,6.431320667266846,35.7291374206543,95.11919403076172,88.33206939697266,110.36322021484375,138.85928344726562,57.743438720703125,52.63263702392578,0.0,0.0,-1.0,-1.0,2,-0.12,1000
31,6.432150363922119,795.0755615234375,63.85551834106445,110.47224426269531,84.51445770263672,94.6930160522461,109.04690551757812,11.628156661987305,0.0,0.0,-1.0,-1.0,1,-0.12,1000
32,6.431228160858154,36.17917251586914,94.90349578857422,88.33145904541016,110.24127960205078,138.5968475341797,57.7427978515625,52.35866928100586,0.0,0.0,-1.0,-1.0,2,-0.12,1000
33,6.432209491729736,791.64208984375,63.852134704589844,110.47735595703125,84.51237487792969,94.70452117919922,108.87627410888672,11.626423835754395,0.0,0.0,-1.0,-1.0,1,-0.12,1000
34,6.431468486785889,35.76274871826172,94.72588348388672,88.08070373535156,109.68839263916016,138.76455688476562,57.744197845458984,52.32566452026367,0.0,0.0,-1.0,-1.0,2,-0.12,1000
